0,379.092000,9.000000
1,380.089714,10.000000
2,381.071984,8.000000
3,382.039093,7.000000
4,382.991320,9.000000
5,383.928950,7.000000
6,384.852263,7.000000
7,385.761541,8.000000
8,386.657067,8.000000
9,387.539121,7.000000
10,388.407986,7.000000
11,389.263944,7.000000
12,390.107276,7.000000
13,390.938265,6.000000
14,391.757191,6.000000
15,392.564338,7.000000
16,393.359986,6.000000
17,394.144418,6.000000
18,394.917915,6.000000
19,395.680760,6.000000
20,396.433234,6.000000
21,397.175618,5.000000
22,397.908196,5.000000
23,398.631248,5.000000
24,399.345056,5.000000
25,400.049903,4.000000
26,400.746070,4.000000
27,401.433839,4.000000
28,402.113491,3.000000
29,402.785310,4.000000
30,403.449575,3.000000
31,404.106570,4.000000
32,404.756576,4.000000
33,405.399875,3.000000
34,406.036749,3.000000
35,406.667480,3.000000
36,407.292348,3.000000
37,407.911638,2.000000
38,408.525629,2.000000
39,409.134604,3.000000
40,409.738845,4.000000
41,410.338633,3.000000
42,410.934251,3.000000
43,411.525981,3.000000
44,412.114103,3.000000
45,412.698900,3.000000
46,413.280654,3.000000
47,413.859647,3.000000
48,414.436160,3.000000
49,415.010475,3.000000
50,415.582875,4.000000
51,416.153640,3.000000
52,416.723054,4.000000
53,417.291396,3.000000
54,417.858951,3.000000
55,418.425998,3.000000
56,418.992821,4.000000
57,419.559700,5.000000
58,420.126919,5.000000
59,420.694758,4.000000
60,421.263499,5.000000
61,421.833425,5.000000
62,422.404817,5.000000
63,422.977956,6.000000
64,423.553126,6.000000
65,424.130607,6.000000
66,424.710681,7.000000
67,425.293631,7.000000
68,425.879738,8.000000
69,426.469284,8.000000
70,427.062551,8.000000
71,427.659820,8.000000
72,428.261373,8.000000
73,428.867493,8.000000
74,429.478461,8.000000
75,430.094559,9.000000
76,430.716069,10.000000
77,431.343272,11.000000
78,431.976451,11.000000
79,432.615887,11.000000
80,433.261862,12.000000
81,433.914658,12.000000
82,434.574557,11.000000
83,435.241841,12.000000
84,435.916791,13.000000
85,436.599689,13.000000
86,437.290817,13.000000
87,437.990457,14.000000
88,438.698891,14.000000
89,439.416401,14.000000
90,440.143268,16.000000
91,440.879774,15.000000
92,441.626201,15.000000
93,442.382832,16.000000
94,443.149947,16.000000
95,443.927828,17.000000
96,444.716759,19.000000
97,445.517019,18.000000
98,446.328891,19.000000
99,447.152658,19.000000
100,447.988600,20.000000
101,448.837000,20.000000
102,449.698139,20.000000
103,450.572299,20.000000
104,451.459763,21.000000
105,452.360812,20.000000
106,453.275727,22.000000
107,454.204791,21.000000
108,455.148285,22.000000
109,456.106492,22.000000
110,457.079692,23.000000
111,458.068169,24.000000
112,459.072203,23.000000
113,460.092077,24.000000
114,461.128073,23.000000
115,462.180471,24.000000
116,463.249555,24.000000
117,464.335606,24.000000
118,465.438905,25.000000
119,466.559735,24.000000
120,467.698378,24.000000
121,468.855114,25.000000
122,470.030227,25.000000
123,471.223998,24.000000
124,472.436708,25.000000
125,473.668641,26.000000
126,474.920076,26.000000
127,476.191297,26.000000
128,477.482585,27.000000
129,478.794222,16.000000
130,480.126489,24.000000
131,481.479670,25.000000
132,482.854044,24.000000
133,484.249895,25.000000
134,485.667504,24.000000
135,487.107153,24.000000
136,488.569124,24.000000
137,490.053698,24.000000
138,491.561158,23.000000
139,493.091785,23.000000
140,494.645861,23.000000
141,496.223668,23.000000
142,497.825488,23.000000
143,499.451602,23.000000
144,501.102293,22.000000
145,502.777842,23.000000
146,504.478531,21.000000
147,506.204642,20.000000
148,507.956457,21.000000
149,509.734257,20.000000
150,511.538325,19.000000
151,513.368942,20.000000
152,515.226390,19.000000
153,517.110951,18.000000
154,519.022907,18.000000
155,520.962540,18.000000
156,522.930131,17.000000
157,524.925962,18.000000
158,526.950315,15.000000
159,529.003472,15.000000
160,531.085715,15.000000
161,533.197326,14.000000
162,535.338586,14.000000
163,537.509777,14.000000
164,539.711181,12.000000
165,541.943080,12.000000
166,544.205756,12.000000
167,546.499491,11.000000
168,548.824566,8.000000
169,551.181263,10.000000
170,553.569865,9.000000
171,555.990652,8.000000
172,558.443907,8.000000
173,560.929912,9.000000
174,563.448948,7.000000
175,566.001297,8.000000
176,568.587241,6.000000
177,571.207063,7.000000
178,573.861043,6.000000
179,576.549463,6.000000
180,579.272606,5.000000
181,582.030754,5.000000
182,584.824187,3.000000
183,587.653189,5.000000
184,590.518040,3.000000
185,593.419022,2.000000
186,596.356418,2.000000
187,599.330510,2.000000
188,602.341578,2.000000
189,605.389906,1.000000
190,608.475774,0.001000
191,611.599465,2.000000
192,614.761260,0.001000
193,617.961441,1.000000
194,621.200291,0.001000
195,624.478090,1.000000
196,627.795121,0.001000
197,631.151666,1.000000
198,634.548006,0.001000
199,637.984423,0.001000
200,641.461200,0.001000
201,644.978617,1.000000
202,648.536958,1.000000
203,652.136502,0.001000
204,655.777534,0.001000
205,659.460333,1.000000
206,663.185183,0.001000
207,666.952364,0.001000
208,670.762159,0.001000
209,674.614850,0.001000
210,678.510718,0.001000
211,682.450046,1.000000
212,686.433114,1.000000
213,690.460206,0.001000
214,694.531602,0.001000
215,698.647585,0.001000
216,702.808436,0.001000
217,707.014437,0.001000
218,711.265871,0.001000
219,715.563018,1.000000
220,719.906162,0.001000
221,724.295582,0.001000
222,728.731563,0.001000
223,733.214384,0.001000
224,737.744329,0.001000
225,742.321678,0.001000
226,746.946714,0.001000
227,751.619719,0.001000
228,756.340974,0.001000
229,761.110762,1.000000
230,765.929363,0.001000
231,770.797061,0.001000
232,775.714136,0.001000
233,780.680871,0.001000
234,785.697547,0.001000
235,790.764447,0.001000
236,795.881851,0.001000
237,801.050043,0.001000
238,806.269303,0.001000
